series_id,game_id,round_id,y_true,ct_win_probability,predicted_label,ct_win,map_name,round_num,eq_value_diff_ct,ct_eq_value,t_eq_value,rifle_diff_ct,awp_diff_ct,first_kill_side,first_death_side,first_kill_weapon,first_kill_headshot,first_kill_time,source_subset,round_stage,equipment_band,t_win_probability,correct,assigned_side_probability,predicted_side,actual_winner,pre_round_pattern,outcome_pattern,predicted_side_won_first_kill
bdada140-b48c-4be0-93c3-ce2cd7973eed,online:e941205c-0716-43ea-9836-3ad863fc2193,online:e941205c-0716-43ea-9836-3ad863fc2193_3,1,0.18045637619407676,0,1,de_mirage,3,-14800,6000,20800,-3,0,T,CT,AK-47,0.0,35.390625,online,early_01_10,t_major,0.8195436238059233,False,0.8195436238059233,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
0c0e9b95-be5b-4ff6-865f-141d714baa5c,online:724ce624-b303-4a1f-9180-7446ddb137ca,online:724ce624-b303-4a1f-9180-7446ddb137ca_13,1,0.18376173475897004,0,1,de_ancient,13,-21350,5700,27050,-3,-1,CT,T,Desert Eagle,1.0,53.77952755905512,online,middle_11_20,t_major,0.8162382652410299,False,0.8162382652410299,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
1d78bfe0-e598-4a95-b5c0-2227e976dc5d,online:946b0351-728d-41c6-9964-9b20f21df71d,online:946b0351-728d-41c6-9964-9b20f21df71d_11,0,0.8157165754339457,1,0,de_ancient,11,25450,32100,6650,3,1,T,CT,AK-47,1.0,36.1015625,online,middle_11_20,ct_major,0.1842834245660543,False,0.8157165754339457,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
212c63aa-15f9-44e0-94f3-53d43be53c10,online:97926fdf-5199-4e47-beb3-91a8d251b50f,online:97926fdf-5199-4e47-beb3-91a8d251b50f_8,0,0.8131913352902628,1,0,de_inferno,8,21300,30350,9050,4,1,CT,T,M4A4,1.0,12.535433070866143,online,early_01_10,ct_major,0.18680866470973723,False,0.8131913352902628,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
cd39478e-f125-44c7-bdeb-90ba52fed8a3,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631,lan:fe5f9da6-2d03-4b91-9786-425ce96f2631_10,0,0.812637179517811,1,0,de_inferno,10,22450,30600,8150,4,1,T,CT,AK-47,0.0,59.734375,lan,early_01_10,ct_major,0.187362820482189,False,0.812637179517811,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
68bb7414-29fc-44bb-b5ef-f0d079aa2b16,online:03a8bf0e-ec7f-4766-aefb-af87f63d5d10,online:03a8bf0e-ec7f-4766-aefb-af87f63d5d10_24,1,0.18745179114183358,0,1,de_ancient,24,-21400,5650,27050,-3,-1,CT,T,M4A1,0.0,19.716535433070867,online,late_21_plus,t_major,0.8125482088581664,False,0.8125482088581664,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
90da2c53-5a02-4f16-8abe-f2235da5ffbd,online:478d378e-e7c1-4d64-a3f3-679ee18f27b5,online:478d378e-e7c1-4d64-a3f3-679ee18f27b5_13,0,0.8111880743295524,1,0,de_nuke,13,23300,31750,8450,4,1,T,CT,Tec-9,0.0,14.3125,online,middle_11_20,ct_major,0.18881192567044758,False,0.8111880743295524,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
f9f86156-544c-4b95-b4ca-cb5b33386198,online:58775236-4620-43ad-8433-594691181531,online:58775236-4620-43ad-8433-594691181531_19,0,0.8091154857189712,1,0,de_vertigo,19,20150,28000,7850,5,0,CT,T,M4A1,1.0,37.89763779527559,online,middle_11_20,ct_major,0.19088451428102882,False,0.8091154857189712,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
90da2c53-5a02-4f16-8abe-f2235da5ffbd,online:dec3fdbe-6a24-4e62-b26a-2bc946584144,online:dec3fdbe-6a24-4e62-b26a-2bc946584144_14,0,0.8084392780886378,1,0,de_inferno,14,23500,31850,8350,4,1,T,CT,Desert Eagle,1.0,12.614173228346457,online,middle_11_20,ct_major,0.1915607219113622,False,0.8084392780886378,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
4a71cdc5-d58e-464b-8d0d-fa5fa7c80762,lan:ea2b2694-ac14-4ab9-b790-4d08c1555edd,lan:ea2b2694-ac14-4ab9-b790-4d08c1555edd_10,1,0.19189779492237938,0,1,de_vertigo,10,-16450,7100,23550,-4,0,CT,T,HE Grenade,0.0,15.4140625,lan,early_01_10,t_major,0.8081022050776207,False,0.8081022050776207,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
689b4e82-473b-4e35-a0c8-e23edc2dbb23,lan:325cac78-4ca2-4a8d-bb7f-441320ce69d4,lan:325cac78-4ca2-4a8d-bb7f-441320ce69d4_20,1,0.1938013458738851,0,1,de_inferno,20,-17400,8000,25400,-3,0,T,CT,AK-47,0.0,27.640625,lan,middle_11_20,t_major,0.8061986541261149,False,0.8061986541261149,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
bc33710d-1499-4a28-b981-ad5b0eb061a1,lan:a8fce09e-c381-4133-9c08-c257edb26843,lan:a8fce09e-c381-4133-9c08-c257edb26843_4,0,0.8056051366065365,1,0,de_nuke,4,22150,30850,8700,4,1,T,CT,Tec-9,0.0,26.0546875,lan,early_01_10,ct_major,0.19439486339346346,False,0.8056051366065365,CT,T,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
15a7cd5c-2104-42cd-bac4-eae9d1083d19,online:a314368f-f7f9-42b0-b497-fc60716dcaa7,online:a314368f-f7f9-42b0-b497-fc60716dcaa7_21,1,0.19667205670126264,0,1,de_inferno,21,-19200,8250,27450,-4,-1,T,CT,AK-47,0.0,13.8984375,online,late_21_plus,t_major,0.8033279432987374,False,0.8033279432987374,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_after_first_kill,True
8fadbb13-3728-4211-b0eb-cd4075a60218,lan:44d5e289-b224-43ae-aaf2-3d79accc7909,lan:44d5e289-b224-43ae-aaf2-3d79accc7909_12,1,0.19702491053886562,0,1,de_nuke,12,-21050,6800,27850,-4,-1,CT,T,P250,0.0,33.99212598425197,lan,middle_11_20,t_major,0.8029750894611344,False,0.8029750894611344,T,CT,favored_side_major_equipment_upset,predicted_favorite_lost_first_kill,False
